review_id,user_id,review_eval,created_at,updated_at
12,8,3,2019/11/30 16:57:00,2019/11/30 16:57:00
12,9,2.1,2019/11/30 16:57:00,2019/11/30 16:57:00
12,10,1.7,2019/11/30 16:57:00,2019/11/30 16:57:00
12,11,0.1,2019/11/30 16:57:00,2019/11/30 16:57:00
13,2,0.6,2019/11/30 16:57:00,2019/11/30 16:57:00
13,3,4.8,2019/11/30 16:57:00,2019/11/30 16:57:00
13,4,4.8,2019/11/30 16:57:00,2019/11/30 16:57:00
13,5,3,2019/11/30 16:57:00,2019/11/30 16:57:00
13,6,0.1,2019/11/30 16:57:00,2019/11/30 16:57:00
13,7,3.1,2019/11/30 16:57:00,2019/11/30 16:57:00
13,8,2.5,2019/11/30 16:57:00,2019/11/30 16:57:00
13,9,1.5,2019/11/30 16:57:00,2019/11/30 16:57:00
13,10,3.3,2019/11/30 16:57:00,2019/11/30 16:57:00
13,11,3.3,2019/11/30 16:57:00,2019/11/30 16:57:00
14,2,1.4,2019/11/30 16:57:00,2019/11/30 16:57:00
14,3,3.6,2019/11/30 16:57:00,2019/11/30 16:57:00
14,4,5,2019/11/30 16:57:00,2019/11/30 16:57:00
14,5,4.3,2019/11/30 16:57:00,2019/11/30 16:57:00
14,6,3.1,2019/11/30 16:57:00,2019/11/30 16:57:00
14,7,0.6,2019/11/30 16:57:00,2019/11/30 16:57:00
14,8,0.6,2019/11/30 16:57:00,2019/11/30 16:57:00
14,9,2,2019/11/30 16:57:00,2019/11/30 16:57:00
14,10,2,2019/11/30 16:57:00,2019/11/30 16:57:00
14,11,1.3,2019/11/30 16:57:00,2019/11/30 16:57:00
15,2,1.4,2019/11/30 16:57:00,2019/11/30 16:57:00
15,3,4.8,2019/11/30 16:57:00,2019/11/30 16:57:00
15,4,4.7,2019/11/30 16:57:00,2019/11/30 16:57:00
15,5,0.2,2019/11/30 16:57:00,2019/11/30 16:57:00
15,6,4.9,2019/11/30 16:57:00,2019/11/30 16:57:00
15,7,0.4,2019/11/30 16:57:00,2019/11/30 16:57:00
15,8,2.6,2019/11/30 16:57:00,2019/11/30 16:57:00
15,9,1,2019/11/30 16:57:00,2019/11/30 16:57:00
15,10,0.4,2019/11/30 16:57:00,2019/11/30 16:57:00
15,11,0.5,2019/11/30 16:57:00,2019/11/30 16:57:00
16,2,1.5,2019/11/30 16:57:00,2019/11/30 16:57:00
16,3,4.5,2019/11/30 16:57:00,2019/11/30 16:57:00
16,4,1.8,2019/11/30 16:57:00,2019/11/30 16:57:00
16,5,5,2019/11/30 16:57:00,2019/11/30 16:57:00
16,6,4.8,2019/11/30 16:57:00,2019/11/30 16:57:00
16,7,0.9,2019/11/30 16:57:00,2019/11/30 16:57:00
16,8,4.2,2019/11/30 16:57:00,2019/11/30 16:57:00
16,9,3.7,2019/11/30 16:57:00,2019/11/30 16:57:00
16,10,4.9,2019/11/30 16:57:00,2019/11/30 16:57:00
16,11,0.8,2019/11/30 16:57:00,2019/11/30 16:57:00
17,2,3.3,2019/11/30 16:57:00,2019/11/30 16:57:00
17,3,2.2,2019/11/30 16:57:00,2019/11/30 16:57:00
17,4,1.1,2019/11/30 16:57:00,2019/11/30 16:57:00
17,5,2.6,2019/11/30 16:57:00,2019/11/30 16:57:00
17,6,2.6,2019/11/30 16:57:00,2019/11/30 16:57:00
17,7,1.7,2019/11/30 16:57:00,2019/11/30 16:57:00
17,8,1.2,2019/11/30 16:57:00,2019/11/30 16:57:00
17,9,2.3,2019/11/30 16:57:00,2019/11/30 16:57:00
17,10,2.6,2019/11/30 16:57:00,2019/11/30 16:57:00
17,11,2,2019/11/30 16:57:00,2019/11/30 16:57:00
18,2,4.1,2019/11/30 16:57:00,2019/11/30 16:57:00
18,3,1.9,2019/11/30 16:57:00,2019/11/30 16:57:00
18,4,1,2019/11/30 16:57:00,2019/11/30 16:57:00
18,5,0.1,2019/11/30 16:57:00,2019/11/30 16:57:00
18,6,4.1,2019/11/30 16:57:00,2019/11/30 16:57:00
18,7,0.1,2019/11/30 16:57:00,2019/11/30 16:57:00
18,8,4.8,2019/11/30 16:57:00,2019/11/30 16:57:00
18,9,3.4,2019/11/30 16:57:00,2019/11/30 16:57:00
18,10,4.3,2019/11/30 16:57:00,2019/11/30 16:57:00
18,11,0.7,2019/11/30 16:57:00,2019/11/30 16:57:00
19,2,1.3,2019/11/30 16:57:00,2019/11/30 16:57:00
19,3,1.3,2019/11/30 16:57:00,2019/11/30 16:57:00
19,4,2.6,2019/11/30 16:57:00,2019/11/30 16:57:00
19,5,3.9,2019/11/30 16:57:00,2019/11/30 16:57:00
19,6,0.2,2019/11/30 16:57:00,2019/11/30 16:57:00
19,7,0.9,2019/11/30 16:57:00,2019/11/30 16:57:00
19,8,1,2019/11/30 16:57:00,2019/11/30 16:57:00
19,9,4.6,2019/11/30 16:57:00,2019/11/30 16:57:00
19,10,4.2,2019/11/30 16:57:00,2019/11/30 16:57:00
19,11,0.9,2019/11/30 16:57:00,2019/11/30 16:57:00
20,2,1,2019/11/30 16:57:00,2019/11/30 16:57:00
20,3,2,2019/11/30 16:57:00,2019/11/30 16:57:00
20,4,1.2,2019/11/30 16:57:00,2019/11/30 16:57:00
20,5,1.9,2019/11/30 16:57:00,2019/11/30 16:57:00
20,6,2.2,2019/11/30 16:57:00,2019/11/30 16:57:00
20,7,4.6,2019/11/30 16:57:00,2019/11/30 16:57:00
20,8,4.5,2019/11/30 16:57:00,2019/11/30 16:57:00
20,9,3.4,2019/11/30 16:57:00,2019/11/30 16:57:00
20,10,1.3,2019/11/30 16:57:00,2019/11/30 16:57:00
20,11,0.6,2019/11/30 16:57:00,2019/11/30 16:57:00
21,2,1.4,2019/11/30 16:57:00,2019/11/30 16:57:00
21,3,4.6,2019/11/30 16:57:00,2019/11/30 16:57:00
21,4,3.4,2019/11/30 16:57:00,2019/11/30 16:57:00
21,5,1.7,2019/11/30 16:57:00,2019/11/30 16:57:00
21,6,2.3,2019/11/30 16:57:00,2019/11/30 16:57:00
21,7,2.9,2019/11/30 16:57:00,2019/11/30 16:57:00
21,8,1.1,2019/11/30 16:57:00,2019/11/30 16:57:00
21,9,1.2,2019/11/30 16:57:00,2019/11/30 16:57:00
21,10,4.2,2019/11/30 16:57:00,2019/11/30 16:57:00
21,11,0.7,2019/11/30 16:57:00,2019/11/30 16:57:00
22,2,0.5,2019/11/30 16:57:00,2019/11/30 16:57:00
22,3,4.3,2019/11/30 16:57:00,2019/11/30 16:57:00
22,4,1.8,2019/11/30 16:57:00,2019/11/30 16:57:00
22,5,1.2,2019/11/30 16:57:00,2019/11/30 16:57:00
22,6,5,2019/11/30 16:57:00,2019/11/30 16:57:00
22,7,3.7,2019/11/30 16:57:00,2019/11/30 16:57:00
22,8,3,2019/11/30 16:57:00,2019/11/30 16:57:00
22,9,3,2019/11/30 16:57:00,2019/11/30 16:57:00
22,10,0.2,2019/11/30 16:57:00,2019/11/30 16:57:00
22,11,3.1,2019/11/30 16:57:00,2019/11/30 16:57:00
23,2,1.3,2019/11/30 16:57:00,2019/11/30 16:57:00
23,3,4.4,2019/11/30 16:57:00,2019/11/30 16:57:00
23,4,1.5,2019/11/30 16:57:00,2019/11/30 16:57:00
23,5,1.2,2019/11/30 16:57:00,2019/11/30 16:57:00
23,6,1,2019/11/30 16:57:00,2019/11/30 16:57:00
23,7,2.3,2019/11/30 16:57:00,2019/11/30 16:57:00
23,8,2.2,2019/11/30 16:57:00,2019/11/30 16:57:00
23,9,0.4,2019/11/30 16:57:00,2019/11/30 16:57:00
23,10,3.2,2019/11/30 16:57:00,2019/11/30 16:57:00
23,11,4.2,2019/11/30 16:57:00,2019/11/30 16:57:00
24,2,3.3,2019/11/30 16:57:00,2019/11/30 16:57:00
24,3,4.8,2019/11/30 16:57:00,2019/11/30 16:57:00
24,4,4.4,2019/11/30 16:57:00,2019/11/30 16:57:00
24,5,0.5,2019/11/30 16:57:00,2019/11/30 16:57:00
24,6,1.1,2019/11/30 16:57:00,2019/11/30 16:57:00
24,7,0.3,2019/11/30 16:57:00,2019/11/30 16:57:00
24,8,1.2,2019/11/30 16:57:00,2019/11/30 16:57:00
24,9,1.3,2019/11/30 16:57:00,2019/11/30 16:57:00
24,10,2.9,2019/11/30 16:57:00,2019/11/30 16:57:00
24,11,3.6,2019/11/30 16:57:00,2019/11/30 16:57:00
25,2,3.1,2019/11/30 16:57:00,2019/11/30 16:57:00
25,3,0.2,2019/11/30 16:57:00,2019/11/30 16:57:00
25,4,4.8,2019/11/30 16:57:00,2019/11/30 16:57:00
25,5,4.9,2019/11/30 16:57:00,2019/11/30 16:57:00
25,6,0.2,2019/11/30 16:57:00,2019/11/30 16:57:00
25,7,4.6,2019/11/30 16:57:00,2019/11/30 16:57:00
25,8,2.3,2019/11/30 16:57:00,2019/11/30 16:57:00
25,9,3.6,2019/11/30 16:57:00,2019/11/30 16:57:00
25,10,0.3,2019/11/30 16:57:00,2019/11/30 16:57:00
25,11,3.1,2019/11/30 16:57:00,2019/11/30 16:57:00
26,2,2.1,2019/11/30 16:57:00,2019/11/30 16:57:00
26,3,2.3,2019/11/30 16:57:00,2019/11/30 16:57:00
26,4,3.4,2019/11/30 16:57:00,2019/11/30 16:57:00
26,5,0.1,2019/11/30 16:57:00,2019/11/30 16:57:00
26,6,2.1,2019/11/30 16:57:00,2019/11/30 16:57:00
26,7,4.6,2019/11/30 16:57:00,2019/11/30 16:57:00
26,8,1.3,2019/11/30 16:57:00,2019/11/30 16:57:00
26,9,1,2019/11/30 16:57:00,2019/11/30 16:57:00
26,10,2.9,2019/11/30 16:57:00,2019/11/30 16:57:00
26,11,2,2019/11/30 16:57:00,2019/11/30 16:57:00
27,2,1.4,2019/11/30 16:57:00,2019/11/30 16:57:00
27,3,2.3,2019/11/30 16:57:00,2019/11/30 16:57:00
27,4,0.5,2019/11/30 16:57:00,2019/11/30 16:57:00
27,5,4.8,2019/11/30 16:57:00,2019/11/30 16:57:00
27,6,3.9,2019/11/30 16:57:00,2019/11/30 16:57:00
27,7,0.7,2019/11/30 16:57:00,2019/11/30 16:57:00
27,8,1.9,2019/11/30 16:57:00,2019/11/30 16:57:00
27,9,3.5,2019/11/30 16:57:00,2019/11/30 16:57:00
27,10,1.2,2019/11/30 16:57:00,2019/11/30 16:57:00
27,11,2.6,2019/11/30 16:57:00,2019/11/30 16:57:00
28,2,4.9,2019/11/30 16:57:00,2019/11/30 16:57:00
28,3,0.5,2019/11/30 16:57:00,2019/11/30 16:57:00
28,4,0.4,2019/11/30 16:57:00,2019/11/30 16:57:00
28,5,2.5,2019/11/30 16:57:00,2019/11/30 16:57:00
28,6,1.6,2019/11/30 16:57:00,2019/11/30 16:57:00
28,7,4.8,2019/11/30 16:57:00,2019/11/30 16:57:00
28,8,1.3,2019/11/30 16:57:00,2019/11/30 16:57:00
28,9,1.3,2019/11/30 16:57:00,2019/11/30 16:57:00
28,10,1.8,2019/11/30 16:57:00,2019/11/30 16:57:00
28,11,3.5,2019/11/30 16:57:00,2019/11/30 16:57:00
29,2,2.3,2019/11/30 16:57:00,2019/11/30 16:57:00
29,3,4,2019/11/30 16:57:00,2019/11/30 16:57:00
29,4,1.3,2019/11/30 16:57:00,2019/11/30 16:57:00
29,5,4.5,2019/11/30 16:57:00,2019/11/30 16:57:00
29,6,2.4,2019/11/30 16:57:00,2019/11/30 16:57:00
29,7,3,2019/11/30 16:57:00,2019/11/30 16:57:00
29,8,4.4,2019/11/30 16:57:00,2019/11/30 16:57:00
29,9,1.5,2019/11/30 16:57:00,2019/11/30 16:57:00
29,10,1.9,2019/11/30 16:57:00,2019/11/30 16:57:00
29,11,0.5,2019/11/30 16:57:00,2019/11/30 16:57:00
30,2,1.1,2019/11/30 16:57:00,2019/11/30 16:57:00
30,3,1.7,2019/11/30 16:57:00,2019/11/30 16:57:00
30,4,2.5,2019/11/30 16:57:00,2019/11/30 16:57:00
30,5,4.3,2019/11/30 16:57:00,2019/11/30 16:57:00
30,6,3.6,2019/11/30 16:57:00,2019/11/30 16:57:00
30,7,0,2019/11/30 16:57:00,2019/11/30 16:57:00
30,8,4.2,2019/11/30 16:57:00,2019/11/30 16:57:00
30,9,2.5,2019/11/30 16:57:00,2019/11/30 16:57:00
30,10,2.9,2019/11/30 16:57:00,2019/11/30 16:57:00
30,11,1.2,2019/11/30 16:57:00,2019/11/30 16:57:00
31,2,3.3,2019/11/30 16:57:00,2019/11/30 16:57:00
31,3,2.4,2019/11/30 16:57:00,2019/11/30 16:57:00
31,4,3.1,2019/11/30 16:57:00,2019/11/30 16:57:00
31,5,4.9,2019/11/30 16:57:00,2019/11/30 16:57:00
31,6,0.2,2019/11/30 16:57:00,2019/11/30 16:57:00
31,7,2.1,2019/11/30 16:57:00,2019/11/30 16:57:00
31,8,1.7,2019/11/30 16:57:00,2019/11/30 16:57:00
31,9,0.2,2019/11/30 16:57:00,2019/11/30 16:57:00
31,10,1.8,2019/11/30 16:57:00,2019/11/30 16:57:00
31,11,3.6,2019/11/30 16:57:00,2019/11/30 16:57:00
32,2,3.1,2019/11/30 16:57:00,2019/11/30 16:57:00
32,3,1.4,2019/11/30 16:57:00,2019/11/30 16:57:00
32,4,1.1,2019/11/30 16:57:00,2019/11/30 16:57:00
32,5,0.1,2019/11/30 16:57:00,2019/11/30 16:57:00
32,6,1.1,2019/11/30 16:57:00,2019/11/30 16:57:00
32,7,5,2019/11/30 16:57:00,2019/11/30 16:57:00
32,8,2.4,2019/11/30 16:57:00,2019/11/30 16:57:00
32,9,3.2,2019/11/30 16:57:00,2019/11/30 16:57:00
32,10,3.1,2019/11/30 16:57:00,2019/11/30 16:57:00
32,11,0.6,2019/11/30 16:57:00,2019/11/30 16:57:00
33,2,4.6,2019/11/30 16:57:00,2019/11/30 16:57:00
33,3,4.6,2019/11/30 16:57:00,2019/11/30 16:57:00
33,4,3.1,2019/11/30 16:57:00,2019/11/30 16:57:00
33,5,0.9,2019/11/30 16:57:00,2019/11/30 16:57:00
33,6,2.4,2019/11/30 16:57:00,2019/11/30 16:57:00
33,7,2.5,2019/11/30 16:57:00,2019/11/30 16:57:00
33,8,0.2,2019/11/30 16:57:00,2019/11/30 16:57:00
33,9,3.4,2019/11/30 16:57:00,2019/11/30 16:57:00
33,10,4.6,2019/11/30 16:57:00,2019/11/30 16:57:00
33,11,4.9,2019/11/30 16:57:00,2019/11/30 16:57:00
34,2,0.6,2019/11/30 16:57:00,2019/11/30 16:57:00
34,3,2.2,2019/11/30 16:57:00,2019/11/30 16:57:00
34,4,4.3,2019/11/30 16:57:00,2019/11/30 16:57:00
34,5,0.9,2019/11/30 16:57:00,2019/11/30 16:57:00
34,6,4.4,2019/11/30 16:57:00,2019/11/30 16:57:00
34,7,1.6,2019/11/30 16:57:00,2019/11/30 16:57:00
34,8,3.8,2019/11/30 16:57:00,2019/11/30 16:57:00
34,9,3.3,2019/11/30 16:57:00,2019/11/30 16:57:00
34,10,3.7,2019/11/30 16:57:00,2019/11/30 16:57:00
34,11,0.1,2019/11/30 16:57:00,2019/11/30 16:57:00
35,2,0.7,2019/11/30 16:57:00,2019/11/30 16:57:00
35,3,2.9,2019/11/30 16:57:00,2019/11/30 16:57:00
35,4,4.1,2019/11/30 16:57:00,2019/11/30 16:57:00
35,5,5,2019/11/30 16:57:00,2019/11/30 16:57:00
35,6,1.5,2019/11/30 16:57:00,2019/11/30 16:57:00
35,7,2.1,2019/11/30 16:57:00,2019/11/30 16:57:00
35,8,0.2,2019/11/30 16:57:00,2019/11/30 16:57:00
35,9,1.1,2019/11/30 16:57:00,2019/11/30 16:57:00
35,10,3.9,2019/11/30 16:57:00,2019/11/30 16:57:00
35,11,2.5,2019/11/30 16:57:00,2019/11/30 16:57:00
36,2,0.2,2019/11/30 16:57:00,2019/11/30 16:57:00
36,3,2,2019/11/30 16:57:00,2019/11/30 16:57:00
36,4,5,2019/11/30 16:57:00,2019/11/30 16:57:00
36,5,0.5,2019/11/30 16:57:00,2019/11/30 16:57:00
36,6,0.4,2019/11/30 16:57:00,2019/11/30 16:57:00
36,7,3.7,2019/11/30 16:57:00,2019/11/30 16:57:00
36,8,1.1,2019/11/30 16:57:00,2019/11/30 16:57:00
36,9,2.2,2019/11/30 16:57:00,2019/11/30 16:57:00
36,10,2.3,2019/11/30 16:57:00,2019/11/30 16:57:00
36,11,4.9,2019/11/30 16:57:00,2019/11/30 16:57:00
37,2,4,2019/11/30 16:57:00,2019/11/30 16:57:00
37,3,2.8,2019/11/30 16:57:00,2019/11/30 16:57:00
37,4,0.6,2019/11/30 16:57:00,2019/11/30 16:57:00
37,5,0.7,2019/11/30 16:57:00,2019/11/30 16:57:00
37,6,3.8,2019/11/30 16:57:00,2019/11/30 16:57:00
37,7,0.1,2019/11/30 16:57:00,2019/11/30 16:57:00
37,8,4.1,2019/11/30 16:57:00,2019/11/30 16:57:00
37,9,2.3,2019/11/30 16:57:00,2019/11/30 16:57:00
37,10,3.6,2019/11/30 16:57:00,2019/11/30 16:57:00
37,11,2.1,2019/11/30 16:57:00,2019/11/30 16:57:00
38,2,5,2019/11/30 16:57:00,2019/11/30 16:57:00
38,3,4.9,2019/11/30 16:57:00,2019/11/30 16:57:00
38,4,3.4,2019/11/30 16:57:00,2019/11/30 16:57:00
38,5,3.4,2019/11/30 16:57:00,2019/11/30 16:57:00
38,6,3,2019/11/30 16:57:00,2019/11/30 16:57:00
38,7,2.4,2019/11/30 16:57:00,2019/11/30 16:57:00
38,8,4.2,2019/11/30 16:57:00,2019/11/30 16:57:00
38,9,2,2019/11/30 16:57:00,2019/11/30 16:57:00
38,10,4.8,2019/11/30 16:57:00,2019/11/30 16:57:00
38,11,0.6,2019/11/30 16:57:00,2019/11/30 16:57:00
39,2,2,2019/11/30 16:57:00,2019/11/30 16:57:00
39,3,2,2019/11/30 16:57:00,2019/11/30 16:57:00
39,4,3.3,2019/11/30 16:57:00,2019/11/30 16:57:00
39,5,2.7,2019/11/30 16:57:00,2019/11/30 16:57:00
39,6,0.2,2019/11/30 16:57:00,2019/11/30 16:57:00
39,7,2.9,2019/11/30 16:57:00,2019/11/30 16:57:00
39,8,2.5,2019/11/30 16:57:00,2019/11/30 16:57:00
39,9,2.2,2019/11/30 16:57:00,2019/11/30 16:57:00
39,10,2.2,2019/11/30 16:57:00,2019/11/30 16:57:00
39,11,2.1,2019/11/30 16:57:00,2019/11/30 16:57:00
40,2,0.6,2019/11/30 16:57:00,2019/11/30 16:57:00
40,3,4.1,2019/11/30 16:57:00,2019/11/30 16:57:00
40,4,4.7,2019/11/30 16:57:00,2019/11/30 16:57:00
40,5,3.2,2019/11/30 16:57:00,2019/11/30 16:57:00
40,6,1.7,2019/11/30 16:57:00,2019/11/30 16:57:00
40,7,3.7,2019/11/30 16:57:00,2019/11/30 16:57:00
40,8,4.2,2019/11/30 16:57:00,2019/11/30 16:57:00
40,9,2.9,2019/11/30 16:57:00,2019/11/30 16:57:00
40,10,2.1,2019/11/30 16:57:00,2019/11/30 16:57:00
40,11,2.3,2019/11/30 16:57:00,2019/11/30 16:57:00
